PID,RESPONSE,RT,STIM,GROUP,PICNOS1,PICNOS2,MATCH,ORTN1,ORTN2,PICID1,PICID2,DAY,SESSION
8,1,1324,24,4,104,103,1,2,1,15,15,5,2
8,1,1147,25,4,93,91,1,3,1,1,1,5,2
8,2,1365,26,4,100,111,2,1,3,14,28,5,2
8,1,1302,27,4,97,99,1,1,3,7,7,5,2
8,2,1281,28,4,119,117,2,2,3,35,31,5,2
8,2,932,29,4,109,113,2,1,2,28,30,5,2
8,2,1495,30,4,113,102,2,2,3,30,14,5,2
8,1,1805,31,3,66,65,1,3,2,9,9,5,2
8,2,1535,32,3,85,89,2,1,2,23,36,5,2
8,2,1017,33,3,63,62,1,3,2,3,3,5,2
8,2,1407,34,3,83,72,2,2,3,22,16,5,2
8,1,1519,35,3,73,74,1,1,2,18,18,5,2
8,1,2121,36,3,80,79,1,2,1,21,21,5,2
8,2,1189,37,3,72,82,2,3,1,16,22,5,2
8,2,1270,38,3,77,85,2,2,1,19,23,5,2
8,2,915,39,3,88,78,2,1,3,36,19,5,2
8,1,1511,40,3,67,69,1,1,3,10,10,5,2
8,1,1196,41,1,20,19,1,2,1,32,32,5,2
8,1,858,42,1,29,28,1,2,1,40,40,5,2
8,2,1033,43,1,13,24,2,1,3,24,34,5,2
8,2,1854,45,1,6,7,2,3,1,4,12,5,2
8,2,811,46,1,7,5,2,1,2,12,4,5,2
8,2,1233,47,1,24,17,2,3,2,34,29,5,2
8,2,1003,48,1,16,14,2,1,2,29,24,5,2
8,1,976,49,1,3,1,1,3,1,2,2,5,2
8,1,1229,50,1,10,12,1,1,3,13,13,5,2
8,2,1220,51,2,34,47,2,1,2,8,26,5,2
8,2,1922,52,2,44,52,2,2,1,20,33,5,2
8,2,1201,53,2,31,45,2,1,3,5,20,5,2
8,2,1192,54,2,40,41,1,1,2,17,17,5,2
8,2,813,55,2,53,34,2,2,1,33,8,5,2
8,2,700,56,2,57,56,1,3,2,37,37,5,2
8,2,940,57,2,58,59,1,1,2,39,39,5,2
8,1,928,58,2,38,39,1,2,3,11,11,5,2
8,2,1209,59,2,48,31,2,3,1,26,5,5,2
8,1,1658,60,2,51,49,1,3,1,27,27,5,2
8,2,1383,61,4,109,110,1,1,2,28,28,5,2
8,2,1328,62,4,120,112,2,3,1,35,30,5,2
8,2,989,63,4,107,102,2,2,3,25,14,5,2
8,1,1213,64,4,115,116,1,1,2,31,31,5,2
8,2,1232,65,4,112,92,2,1,2,30,1,5,2
8,1,1864,66,4,96,94,1,3,1,6,6,5,2
8,2,2285,67,4,104,105,1,2,3,15,15,5,2
8,1,1285,68,4,97,98,1,1,2,7,7,5,2
8,2,897,69,4,93,107,2,3,2,1,25,5,2
8,2,1360,70,4,101,118,2,2,1,14,35,5,2
8,2,1242,71,3,85,86,1,1,2,23,23,5,2
8,2,825,72,3,62,90,2,2,3,3,36,5,2
8,1,1449,73,3,66,76,2,3,1,9,19,5,2
8,1,1240,74,3,79,81,1,1,3,21,21,5,2
8,2,1249,75,3,90,64,2,3,1,36,9,5,2
8,2,1028,76,3,67,62,2,1,2,10,3,5,2
8,1,1395,77,3,82,83,1,1,2,22,22,5,2
8,1,969,78,3,71,70,1,2,1,16,16,5,2
8,1,1091,79,3,75,73,1,3,1,18,18,5,2
8,2,1842,80,3,77,67,2,2,1,19,10,5,2
9,2,2067,1,1,11,30,2,2,3,13,40,5,2
9,2,1237,2,1,18,16,1,3,1,29,29,5,2
9,2,1436,3,1,3,11,2,3,2,2,13,5,2
9,2,1289,4,1,28,27,2,1,3,40,38,5,2
9,2,951,5,1,25,21,2,1,3,38,32,5,2
9,1,1314,6,1,4,5,1,1,2,4,4,5,2
9,1,1127,7,1,23,22,1,2,1,34,34,5,2
9,1,988,8,1,13,15,1,1,3,24,24,5,2
9,2,1106,9,1,21,2,2,3,2,32,2,5,2
9,1,927,10,1,8,7,1,2,1,12,12,5,2
9,1,786,11,3,86,87,1,2,3,23,23,5,2
9,2,1231,12,3,70,62,2,1,2,16,3,5,2
9,1,1512,13,3,64,65,1,1,2,9,9,5,2
9,1,962,14,3,84,82,1,3,1,22,22,5,2
9,1,858,15,3,88,90,1,1,3,36,36,5,2
9,1,1589,16,3,77,78,1,2,3,19,19,5,2
9,2,733,17,3,63,73,2,3,1,3,18,5,2
9,2,702,18,3,75,67,2,3,1,18,10,5,2
9,2,1007,19,3,80,70,2,2,1,21,16,5,2
9,2,596,20,3,67,81,2,1,3,10,21,5,2
9,2,997,21,1,27,26,1,3,2,38,38,5,2
9,1,703,22,1,4,5,1,1,2,4,4,5,2
9,2,912,23,1,23,22,1,2,1,34,34,5,2
9,2,1055,24,1,7,17,2,1,2,12,29,5,2
9,2,1401,25,1,10,14,2,1,2,13,24,5,2
9,2,1148,26,1,21,7,2,3,1,32,12,5,2
9,2,1435,27,1,14,10,2,2,1,24,13,5,2
9,2,860,28,1,18,19,2,3,1,29,32,5,2
9,1,806,29,1,2,1,1,2,1,2,2,5,2
9,1,873,30,1,28,29,1,1,2,40,40,5,2
9,1,1290,31,4,97,114,2,1,3,7,30,5,2
9,2,680,32,4,119,118,1,2,1,35,35,5,2
9,2,839,33,4,92,96,2,2,3,1,6,5,2
9,2,1201,34,4,112,98,2,1,2,30,7,5,2
9,1,714,35,4,101,102,1,2,3,14,14,5,2
9,1,1243,36,4,115,117,1,1,3,31,31,5,2
9,2,845,37,4,96,104,2,3,2,6,15,5,2
9,2,1187,38,4,111,109,1,3,1,28,28,5,2
9,1,833,39,4,108,107,1,3,2,25,25,5,2
9,2,876,40,4,103,93,2,1,3,15,1,5,2
9,2,1230,41,2,52,33,2,1,3,33,5,5,2
9,2,692,42,2,57,52,2,3,1,37,33,5,2
9,2,682,43,2,58,56,2,1,2,39,37,5,2
9,2,594,44,2,40,42,1,1,3,17,17,5,2
9,1,803,45,2,45,43,1,3,1,20,20,5,2
9,2,905,46,2,32,46,2,2,1,5,26,5,2
9,1,662,48,2,39,38,1,3,2,11,11,5,2
9,2,643,49,2,47,60,2,2,3,26,39,5,2
9,2,812,50,2,50,49,1,2,1,27,27,5,2
9,1,763,51,3,84,83,1,3,2,22,22,5,2
9,2,721,53,3,70,72,1,1,3,16,16,5,2
9,2,698,54,3,74,69,2,2,3,18,10,5,2
9,2,702,55,3,67,80,2,1,2,10,21,5,2
9,2,723,56,3,78,88,2,3,1,19,36,5,2
9,1,778,57,3,64,65,1,1,2,9,9,5,2
9,2,867,58,3,80,76,2,2,1,21,19,5,2
9,1,758,59,3,87,86,1,3,2,23,23,5,2
9,2,734,60,3,88,74,2,1,2,36,18,5,2
9,2,840,61,2,37,51,2,1,3,11,27,5,2
9,2,818,62,2,44,45,1,2,3,20,20,5,2
9,2,614,63,2,46,36,2,1,3,26,8,5,2
9,1,939,64,2,58,60,1,1,3,39,39,5,2
9,2,1077,65,2,35,48,2,2,3,8,26,5,2
9,2,857,66,2,51,55,2,3,1,27,37,5,2
9,2,575,68,2,57,37,2,3,1,37,11,5,2
9,1,1032,69,2,42,41,1,3,2,17,17,5,2
9,2,829,70,2,52,54,1,1,3,33,33,5,2
9,1,1059,72,4,91,93,1,1,3,1,1,5,2
9,2,911,73,4,100,95,2,1,2,14,6,5,2
9,2,995,74,4,119,114,2,2,3,35,30,5,2
9,2,1169,75,4,112,110,2,1,2,30,28,5,2
9,2,630,76,4,103,105,1,1,3,15,15,5,2
9,2,864,77,4,110,102,2,2,3,28,14,5,2
9,1,730,78,4,99,98,1,3,2,7,7,5,2
9,1,988,79,4,116,115,1,2,1,31,31,5,2
9,1,1403,80,4,108,106,1,3,1,25,25,5,2
10,2,1143,1,3,87,85,1,3,1,23,23,5,2
10,2,735,2,3,81,68,2,3,2,21,10,5,2
10,1,672,3,3,88,89,1,1,2,36,36,5,2
10,2,678,4,3,64,81,2,1,3,9,21,5,2
10,2,828,5,3,71,61,2,2,1,16,3,5,2
10,2,1067,6,3,61,66,2,1,3,3,9,5,2
10,1,2222,7,3,76,78,1,1,3,19,19,5,2
10,1,1444,8,3,84,83,1,3,2,22,22,5,2
10,2,1029,9,3,68,72,2,2,3,10,16,5,2
10,1,726,10,3,74,73,1,2,1,18,18,5,2
10,2,738,11,2,60,47,2,3,2,39,26,5,2
10,1,1450,12,2,53,52,1,2,1,33,33,5,2
10,2,1026,13,2,47,49,2,2,1,26,27,5,2
10,2,853,14,2,45,55,2,3,1,20,37,5,2
10,1,655,15,2,39,38,1,3,2,11,11,5,2
10,1,826,16,2,34,36,1,1,3,8,8,5,2
10,2,771,17,2,55,60,2,1,3,37,39,5,2
10,2,820,18,2,50,43,2,2,1,27,20,5,2
10,1,777,19,2,40,42,1,1,3,17,17,5,2
10,1,1149,20,2,31,32,1,1,2,5,5,5,2
10,1,1234,21,4,119,120,1,2,3,35,35,5,2
10,1,1298,22,4,93,100,2,3,1,1,14,5,2
10,2,1168,23,4,106,95,2,1,2,25,6,5,2
10,1,1062,24,4,115,117,1,1,3,31,31,5,2
10,1,1400,25,4,111,109,1,3,1,28,28,5,2
10,2,759,26,4,104,93,2,2,3,15,1,5,2
10,1,870,27,4,97,99,1,1,3,7,7,5,2
10,1,1297,28,4,114,112,1,3,1,30,30,5,2
10,2,682,29,4,101,103,2,2,1,14,15,5,2
10,2,850,30,4,94,107,2,1,2,6,25,5,2
10,1,1386,31,2,46,47,1,1,2,26,26,5,2
10,2,1103,32,2,52,33,2,1,3,33,5,5,2
10,2,694,33,2,57,53,2,3,2,37,33,5,2
10,1,910,34,2,40,42,1,1,3,17,17,5,2
10,1,806,35,2,58,60,1,1,3,39,39,5,2
10,2,854,36,2,35,39,2,2,3,8,11,5,2
10,1,809,37,2,50,49,1,2,1,27,27,5,2
10,2,802,38,2,39,34,2,3,1,11,8,5,2
10,2,1015,39,2,33,56,2,3,2,5,37,5,2
10,2,851,40,2,44,43,1,2,1,20,20,5,2
10,1,1053,41,3,62,63,1,2,3,3,3,5,2
10,1,1387,42,3,76,78,1,1,3,19,19,5,2
10,1,1018,43,3,82,83,1,1,2,22,22,5,2
10,2,852,44,3,89,69,2,2,3,36,10,5,2
10,2,845,45,3,66,74,2,3,2,9,18,5,2
10,2,896,46,3,67,90,2,1,3,10,36,5,2
10,2,1032,47,3,73,71,2,1,2,18,16,5,2
10,2,1092,48,3,71,66,2,2,3,16,9,5,2
10,1,600,49,3,81,80,1,3,2,21,21,5,2
10,1,713,50,3,87,86,1,3,2,23,23,5,2
10,1,1750,51,1,5,6,1,2,3,4,4,5,2
10,1,807,52,1,30,29,1,3,2,40,40,5,2
10,1,858,53,1,25,26,1,1,2,38,38,5,2
10,1,1010,54,1,14,15,1,2,3,24,24,5,2
10,2,1230,55,1,21,10,2,3,1,32,13,5,2
10,2,926,56,1,17,21,2,2,3,29,32,5,2
10,2,963,57,1,12,7,2,3,1,13,12,5,2
10,1,744,58,1,22,23,1,1,2,34,34,5,2
10,2,755,59,1,7,2,2,1,2,12,2,5,2
10,2,764,60,1,1,18,2,1,3,2,29,5,2
10,1,734,61,4,106,108,1,1,3,25,25,5,2
10,1,1426,62,4,101,100,1,2,1,14,14,5,2
10,2,833,63,4,94,117,2,1,3,6,31,5,2
10,2,792,64,4,109,96,2,1,3,28,6,5,2
10,2,980,65,4,99,103,2,3,1,7,15,5,2
10,1,820,66,4,120,118,1,3,1,35,35,5,2
10,1,1147,67,4,92,91,1,2,1,1,1,5,2
10,1,1501,68,4,113,114,1,2,3,30,30,5,2
10,2,1744,69,4,117,110,2,3,2,31,28,5,2
10,2,985,70,4,103,98,2,1,2,15,7,5,2
10,1,1497,71,1,23,13,2,2,1,34,24,5,2
10,1,1941,72,1,8,9,1,2,3,12,12,5,2
10,2,745,73,1,13,2,2,1,2,24,2,5,2
10,1,739,74,1,21,19,1,3,1,32,32,5,2
10,2,974,75,1,30,5,2,3,2,40,4,5,2
10,1,1132,76,1,16,17,1,1,2,29,29,5,2
10,1,982,77,1,25,26,1,1,2,38,38,5,2
10,1,1175,78,1,10,12,1,1,3,13,13,5,2
10,2,712,79,1,5,28,2,2,1,4,40,5,2
10,2,814,80,1,3,22,2,3,1,2,34,5,2
11,2,2065,1,4,110,118,2,2,1,28,35,5,2
11,1,953,2,4,116,115,1,2,1,31,31,5,2
11,2,891,3,4,95,109,2,2,1,6,28,5,2
11,1,894,4,4,105,104,1,3,2,15,15,5,2
11,2,887,5,4,112,95,2,1,2,30,6,5,2
11,1,988,6,4,97,98,1,1,2,7,7,5,2
11,2,876,7,4,108,112,2,3,1,25,30,5,2
11,2,1049,8,4,118,108,2,1,3,35,25,5,2
11,1,1537,9,4,102,101,1,3,2,14,14,5,2
11,1,1458,10,4,91,92,1,1,2,1,1,5,2
11,1,972,11,2,47,48,1,2,3,26,26,5,2
11,2,916,12,2,54,53,1,3,2,33,33,5,2
11,2,898,13,2,56,36,2,2,3,37,8,5,2
11,1,955,14,2,33,32,1,3,2,5,5,5,2
11,2,1439,15,2,37,51,2,1,3,11,27,5,2
11,2,1034,16,2,45,38,2,3,2,20,11,5,2
11,1,1450,17,2,58,59,1,1,2,39,39,5,2
11,2,1232,18,2,34,57,2,1,3,8,37,5,2
11,2,1773,19,2,49,45,2,1,3,27,20,5,2
11,1,1015,20,2,41,42,1,2,3,17,17,5,2
11,2,1777,21,1,29,18,2,2,3,40,29,5,2
11,1,738,22,1,22,24,1,1,3,34,34,5,2
11,1,1283,23,1,16,5,2,1,2,29,4,5,2
11,2,1094,24,1,14,19,2,2,1,24,32,5,2
11,2,970,25,1,19,29,2,1,2,32,40,5,2
11,1,1300,26,1,3,2,1,3,2,2,2,5,2
11,2,1084,27,1,5,13,2,2,1,4,24,5,2
11,1,1439,28,1,12,11,1,3,2,13,13,5,2
11,1,1198,29,1,7,8,1,1,2,12,12,5,2
11,2,1207,30,1,27,25,1,3,1,38,38,5,2
11,2,1033,31,3,78,86,2,3,2,19,23,5,2
11,1,1722,32,3,65,64,1,2,1,9,9,5,2
11,2,1485,33,3,85,74,2,1,2,23,18,5,2
11,1,1551,34,3,70,83,2,1,2,16,22,5,2
11,1,1171,35,3,61,62,1,1,2,3,3,5,2
11,2,739,36,3,75,76,2,3,1,18,19,5,2
11,1,942,37,3,67,69,1,1,3,10,10,5,2
11,1,1079,38,3,80,81,1,2,3,21,21,5,2
11,1,921,39,3,90,89,1,3,2,36,36,5,2
11,2,1262,40,3,83,72,2,2,3,22,16,5,2
11,2,1154,41,4,114,94,2,3,1,30,6,5,2
11,1,1232,42,4,103,105,1,1,3,15,15,5,2
11,1,1927,43,4,101,99,2,2,3,14,7,5,2
11,1,1420,44,4,118,119,1,1,2,35,35,5,2
11,1,1637,45,4,91,93,1,1,3,1,1,5,2
11,1,1847,46,4,109,110,1,1,2,28,28,5,2
11,2,845,47,4,95,102,2,2,3,6,14,5,2
11,2,1165,48,4,99,115,2,3,1,7,31,5,2
11,2,1846,49,4,116,112,2,2,1,31,30,5,2
11,1,1322,50,4,108,106,1,3,1,25,25,5,2
11,2,1743,51,1,15,28,2,3,1,24,40,5,2
11,2,980,52,1,29,10,2,2,1,40,13,5,2
11,2,1454,53,1,10,3,2,1,3,13,2,5,2
11,2,2318,54,1,22,14,2,1,2,34,24,5,2
11,1,1264,55,1,25,26,1,1,2,38,38,5,2
11,1,2082,56,1,17,16,1,2,1,29,29,5,2
11,2,1078,57,1,9,8,1,3,2,12,12,5,2
11,1,913,58,1,4,5,1,1,2,4,4,5,2
11,1,877,59,1,20,19,1,2,1,32,32,5,2
11,2,1045,60,1,3,23,2,3,2,2,34,5,2
11,1,1244,61,3,65,66,1,2,3,9,9,5,2
11,2,926,62,3,69,88,2,3,1,10,36,5,2
11,1,1405,63,3,85,86,1,1,2,23,23,5,2
11,2,1378,64,3,90,68,2,3,2,36,10,5,2
11,1,978,65,3,74,73,1,2,1,18,18,5,2
11,2,1331,66,3,61,77,2,1,2,3,19,5,2
11,1,1257,67,3,84,82,1,3,1,22,22,5,2
11,2,1212,68,3,77,72,2,2,3,19,16,5,2
11,1,1209,69,3,79,80,1,1,2,21,21,5,2
11,2,777,70,3,70,62,2,1,2,16,3,5,2
11,1,2102,71,2,47,46,1,2,1,26,26,5,2
11,1,1570,72,2,56,55,1,2,1,37,37,5,2
11,1,1650,73,2,37,39,1,1,3,11,11,5,2
11,2,1176,74,2,42,50,2,3,2,17,27,5,2
11,2,964,75,2,53,34,2,2,1,33,8,5,2
11,2,1166,76,2,34,33,2,1,3,8,5,5,2
11,1,1125,77,2,60,58,1,3,1,39,39,5,2
11,1,1289,78,2,43,45,1,1,3,20,20,5,2
11,2,1076,79,2,51,41,2,3,2,27,17,5,2
11,2,1255,80,2,31,53,2,1,2,5,33,5,2
12,1,1450,1,4,103,104,1,1,2,15,15,5,2
12,1,1246,2,4,98,97,1,2,1,7,7,5,2
12,2,929,3,4,120,116,2,3,2,35,31,5,2
12,2,737,4,4,102,119,2,3,2,14,35,5,2
12,1,912,5,4,108,107,1,3,2,25,25,5,2
12,1,898,6,4,95,94,1,2,1,6,6,5,2
12,2,1154,7,4,113,100,2,2,1,30,14,5,2
12,2,753,8,4,109,114,2,1,3,28,30,5,2
12,1,1466,9,4,115,110,2,1,2,31,28,5,2
12,1,861,10,4,91,92,1,1,2,1,1,5,2
12,1,872,11,2,46,48,1,1,3,26,26,5,2
12,2,926,12,2,38,49,2,2,1,11,27,5,2
12,2,1084,13,2,49,41,2,1,2,27,17,5,2
12,1,1083,14,2,59,60,1,2,3,39,39,5,2
12,2,945,15,2,53,54,1,2,3,33,33,5,2
12,1,1036,16,2,34,36,1,1,3,8,8,5,2
12,1,1189,17,2,43,44,1,1,2,20,20,5,2
12,2,1034,18,2,57,31,2,3,1,37,5,5,2
12,2,1581,19,2,33,37,2,3,1,5,11,5,2
12,2,985,20,2,42,56,2,3,2,17,37,5,2
12,1,1006,21,1,5,6,1,2,3,4,4,5,2
12,2,806,22,1,19,29,2,1,2,32,40,5,2
12,1,1060,24,1,1,3,1,1,3,2,2,5,2
12,2,1057,25,1,18,16,1,3,1,29,29,5,2
12,2,983,26,1,12,19,2,3,1,13,32,5,2
12,1,1887,27,1,24,23,1,3,2,34,34,5,2
12,2,1196,28,1,25,27,1,1,3,38,38,5,2
12,2,814,29,1,29,7,2,2,1,40,12,5,2
12,2,1055,30,1,13,11,2,1,2,24,13,5,2
12,2,1201,31,3,76,83,2,1,2,19,22,5,2
12,1,867,32,3,81,79,1,3,1,21,21,5,2
12,1,1824,33,3,82,78,2,1,3,22,19,5,2
12,1,774,34,3,64,66,1,1,3,9,9,5,2
12,1,864,35,3,63,61,1,3,1,3,3,5,2
12,2,804,36,3,90,86,2,3,2,36,23,5,2
12,1,801,37,3,71,70,1,2,1,16,16,5,2
12,2,959,38,3,68,88,2,2,1,10,36,5,2
12,1,674,39,3,73,75,1,1,3,18,18,5,2
12,2,997,40,3,86,67,2,2,1,23,10,5,2
12,2,973,41,1,24,13,2,3,1,34,24,5,2
12,2,891,42,1,25,27,1,1,3,38,38,5,2
12,1,782,43,1,19,20,1,1,2,32,32,5,2
12,2,1068,44,1,7,8,1,1,2,12,12,5,2
12,2,823,45,1,30,28,1,3,1,40,40,5,2
12,2,714,46,1,11,16,2,2,1,13,29,5,2
12,2,722,47,1,14,4,2,2,1,24,4,5,2
12,2,722,48,1,18,22,2,3,1,29,34,5,2
12,2,838,49,1,4,11,2,1,2,4,13,5,2
12,1,1028,50,1,2,3,1,2,3,2,2,5,2
12,1,786,51,3,74,75,1,2,3,18,18,5,2
12,1,704,52,3,80,79,1,2,1,21,21,5,2
12,2,808,53,3,64,87,2,1,3,9,23,5,2
12,2,808,54,3,87,89,2,3,2,23,36,5,2
12,1,1046,55,3,83,84,1,2,3,22,22,5,2
12,1,1200,56,3,72,71,1,3,2,16,16,5,2
12,2,783,57,3,88,65,2,1,2,36,9,5,2
12,2,776,58,3,67,63,2,1,3,10,3,5,2
12,2,966,59,3,61,68,2,1,2,3,10,5,2
12,1,1135,60,3,78,77,1,3,2,19,19,5,2
12,1,1098,61,4,99,98,1,3,2,7,7,5,2
12,1,872,62,4,108,107,1,3,2,25,25,5,2
12,1,850,63,4,95,94,1,2,1,6,6,5,2
12,2,1393,64,4,92,114,2,2,3,1,30,5,2
12,2,1355,65,4,103,117,2,1,3,15,31,5,2
12,1,1004,67,4,120,119,1,3,2,35,35,5,2
12,2,797,68,4,100,104,2,1,2,14,15,5,2
12,2,848,69,4,116,102,2,2,3,31,14,5,2
12,2,1072,70,4,112,93,2,1,3,30,1,5,2
12,2,793,71,2,57,47,2,3,2,37,26,5,2
12,2,879,72,2,47,60,2,2,3,26,39,5,2
12,2,961,73,2,53,54,1,2,3,33,33,5,2
12,1,975,74,2,58,36,2,1,3,39,8,5,2
12,1,1174,75,2,40,41,1,1,2,17,17,5,2
12,1,1177,76,2,51,50,1,3,2,27,27,5,2
12,2,1089,77,2,33,55,2,3,1,5,37,5,2
12,2,1525,78,2,34,32,2,1,2,8,5,5,2
12,2,1825,79,2,43,44,1,1,2,20,20,5,2
12,1,1159,80,2,38,37,1,2,1,11,11,5,2
13,2,1282,1,1,11,12,1,2,3,13,13,5,2
13,2,865,2,1,27,1,2,3,1,38,2,5,2
13,2,781,3,1,2,7,2,2,1,2,12,5,2
13,2,849,4,1,20,25,2,2,1,32,38,5,2
13,1,745,5,1,6,5,1,3,2,4,4,5,2
13,2,982,6,1,16,18,1,1,3,29,29,5,2
13,2,891,7,1,22,23,1,1,2,34,34,5,2
13,2,853,8,1,7,15,2,1,3,12,24,5,2
13,1,805,9,1,15,19,2,3,1,24,32,5,2
13,1,840,10,1,28,29,1,1,2,40,40,5,2
13,2,1299,11,4,111,109,1,3,1,28,28,5,2
13,2,2047,12,4,97,101,2,1,2,7,14,5,2
13,1,942,13,4,103,105,1,1,3,15,15,5,2
13,1,890,14,4,117,115,1,3,1,31,31,5,2
13,2,884,15,4,101,120,2,2,3,14,35,5,2
13,1,1037,16,4,91,92,1,1,2,1,1,5,2
13,2,934,17,4,107,96,2,2,3,25,6,5,2
13,2,835,18,4,95,99,2,2,3,6,7,5,2
13,2,1218,19,4,118,107,2,1,2,35,25,5,2
13,1,1555,20,4,114,113,1,3,2,30,30,5,2
13,2,1406,21,3,69,64,2,3,1,10,9,5,2
13,2,800,22,3,64,81,2,1,3,9,21,5,2
13,2,808,23,3,73,62,2,1,2,18,3,5,2
13,2,863,24,3,89,88,1,2,1,36,36,5,2
13,2,1056,25,3,78,77,1,3,2,19,19,5,2
13,1,947,26,3,71,70,1,2,1,16,16,5,2
13,2,858,27,3,79,69,2,1,3,21,10,5,2
13,2,864,28,3,61,74,2,1,2,3,18,5,2
13,2,699,29,3,84,82,1,3,1,22,22,5,2
13,1,986,30,3,86,87,1,2,3,23,23,5,2
13,2,813,31,4,107,108,1,2,3,25,25,5,2
13,2,1365,32,4,114,116,2,3,2,30,31,5,2
13,2,731,33,4,103,104,1,1,2,15,15,5,2
13,2,700,34,4,119,93,2,2,3,35,1,5,2
13,1,1349,35,4,97,99,1,1,3,7,7,5,2
13,2,1136,36,4,100,119,2,1,2,14,35,5,2
13,2,1890,37,4,93,100,2,3,1,1,14,5,2
13,2,1194,38,4,116,114,2,2,3,31,30,5,2
13,1,905,39,4,96,95,1,3,2,6,6,5,2
13,2,783,40,4,109,110,1,1,2,28,28,5,2
13,2,1290,41,2,31,48,2,1,3,5,26,5,2
13,1,829,42,2,35,34,1,2,1,8,8,5,2
13,2,883,43,2,40,60,2,1,3,17,39,5,2
13,1,909,44,2,37,38,1,1,2,11,11,5,2
13,2,669,45,2,44,40,2,2,1,20,17,5,2
13,2,1100,46,2,48,43,2,3,1,26,20,5,2
13,2,931,47,2,51,49,1,3,1,27,27,5,2
13,2,1670,48,2,54,53,1,3,2,33,33,5,2
13,2,1436,49,2,59,31,2,2,1,39,5,5,2
13,1,1363,50,2,55,57,1,1,3,37,37,5,2
13,1,1184,51,3,79,80,1,1,2,21,21,5,2
13,2,1350,52,3,68,69,1,2,3,10,10,5,2
13,1,1156,53,3,63,88,2,3,1,3,36,5,2
13,2,1093,54,3,73,72,2,1,3,18,16,5,2
13,2,1210,55,3,64,62,2,1,2,9,3,5,2
13,2,1181,56,3,87,85,1,3,1,23,23,5,2
13,2,884,57,3,89,73,2,2,1,36,18,5,2
13,2,1620,58,3,77,78,1,2,3,19,19,5,2
13,1,947,59,3,82,84,1,1,3,22,22,5,2
13,2,1051,60,3,72,64,2,3,1,16,9,5,2
13,2,893,61,2,45,31,2,3,1,20,5,5,2
13,2,1089,62,2,47,48,1,2,3,26,26,5,2
13,2,1482,63,2,49,51,1,1,3,27,27,5,2
13,1,1265,64,2,55,57,1,1,3,37,37,5,2
13,2,853,65,2,58,44,2,1,2,39,20,5,2
13,1,1021,66,2,40,41,1,1,2,17,17,5,2
13,2,1390,67,2,38,52,2,2,1,11,33,5,2
13,2,1066,68,2,33,38,2,3,2,5,11,5,2
13,2,1034,69,2,36,34,1,3,1,8,8,5,2
13,2,1270,70,2,53,58,2,2,1,33,39,5,2
13,1,1444,71,1,16,17,1,1,2,29,29,5,2
13,2,791,72,1,1,6,2,1,3,2,4,5,2
13,2,822,73,1,5,3,2,2,3,4,2,5,2
13,1,871,74,1,21,20,1,3,2,32,32,5,2
13,2,966,75,1,22,23,1,1,2,34,34,5,2
13,1,996,76,1,15,13,1,3,1,24,24,5,2
13,1,1338,77,1,26,27,1,2,3,38,38,5,2
13,2,729,78,1,30,8,2,3,2,40,12,5,2
13,2,758,79,1,8,12,2,2,3,12,13,5,2
13,1,1838,80,1,10,30,2,1,3,13,40,5,2
14,2,1373,1,4,100,120,2,1,3,14,35,5,2
14,1,1272,2,4,112,114,1,1,3,30,30,5,2
14,1,885,3,4,96,95,1,3,2,6,6,5,2
14,1,1683,4,4,91,93,1,1,3,1,1,5,2
14,2,1459,5,4,97,111,2,1,3,7,28,5,2
14,2,2164,6,4,111,97,2,3,1,28,7,5,2
14,2,715,7,4,104,102,2,2,3,15,14,5,2
14,1,1152,8,4,116,115,1,2,1,31,31,5,2
14,2,1176,9,4,119,103,2,2,1,35,15,5,2
14,1,1561,10,4,108,107,1,3,2,25,25,5,2
14,2,914,11,3,82,87,2,1,3,22,23,5,2
14,1,1162,12,3,67,69,1,1,3,10,10,5,2
14,1,1471,13,3,65,64,1,2,1,9,9,5,2
14,1,593,14,3,88,90,1,1,3,36,36,5,2
14,1,643,15,3,75,79,2,3,1,18,21,5,2
14,2,674,16,3,86,63,2,2,3,23,3,5,2
14,2,1640,17,3,78,76,1,3,1,19,19,5,2
14,1,912,18,3,62,82,2,2,1,3,22,5,2
14,1,1434,19,3,72,70,1,3,1,16,16,5,2
14,1,903,20,3,79,75,2,1,3,21,18,5,2
14,2,1195,21,2,34,44,2,1,2,8,20,5,2
14,2,963,22,2,47,36,2,2,3,26,8,5,2
14,2,971,23,2,40,57,2,1,3,17,37,5,2
14,2,801,24,2,53,54,1,2,3,33,33,5,2
14,1,929,25,2,37,38,1,1,2,11,11,5,2
14,2,949,26,2,57,40,2,3,1,37,17,5,2
14,2,986,27,2,60,59,1,3,2,39,39,5,2
14,2,638,28,2,44,48,2,2,3,20,26,5,2
14,2,937,29,2,49,51,1,1,3,27,27,5,2
14,2,1548,30,2,33,32,1,3,2,5,5,5,2
14,2,1395,31,1,18,20,2,3,2,29,32,5,2
14,2,1001,32,1,9,11,2,3,2,12,13,5,2
14,2,1527,33,1,25,27,1,1,3,38,38,5,2
14,2,1156,34,1,10,24,2,1,3,13,34,5,2
14,1,656,35,1,14,15,1,2,3,24,24,5,2
14,1,727,36,1,1,2,1,1,2,2,2,5,2
14,2,758,37,1,20,7,2,2,1,32,12,5,2
14,1,1109,38,1,30,29,1,3,2,40,40,5,2
